ACN,date,year_month,year,month,local_time,locale,state,altitude_agl,altitude_msl,flight_conditions,weather,operator,make_model,flight_phase,anomaly,detector,when_detected,result,contributing_factors,primary_problem,event_type,pilot_action,severity,narrative_1,narrative_2,synopsis
1894162,202204,2022-04,2022,4,0001-0600,ZZZ.ARTCC,US,,9000.0,,,FBO,Skyhawk 172/Cutlass 172,Cruise,Airspace Violation All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT,Automation Air Traffic Control; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Air Traffic Control Issued New Clearance,Human Factors,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),ATC Intervention / Vectoring,Medium,[Aircraft] was at 9;000 ft. filed ZZZ ZZZ1; on this route the aircraft was clear of any MIA. When aircraft reached ZZZ1; the aircraft did not make a turn towards the East towards the ZZZ3 VOR. The aircraft continued on a southeast heading toward MIA's that were higher than the aircraft's current altitude. I questioned the Pilot if they were turning toward ZZZ2. I think it might have been a Pilot with low experience because the Pilot sounded unsure and ZZZ1 was not complying with control instructions. I climbed aircraft to 11;000. It took numerous calls to finally get Pilot to turn away from the higher MIA's. It sounded like it may have been a foreign Pilot; I believe there could have been a language barrier. I tried giving a low altitude alert; but couldn't remember the phraseology. I think having recurrent training going over these types of scenarios and practicing the phraseology would help. There is recurrent training once a year were some of this is reviewed; but I think reviewing this more than once a year would be helpful; especially with phraseology we don't use often.,,Controller reported pilot failed to follow control instructions possibly due to language barrier; which resulted in entering a higher MIA.
1894235,202204,2022-04,2022,4,,MMFR.ARTCC,FO,,,,,Air Carrier,Commercial Fixed Wing,Descent,ATC Issue All Types; Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,Automation Aircraft Terrain Warning; Person Flight Crew,In-flight,Flight Crew FLC complied w / Automation / Advisory,Procedure,Procedure,Terrain / Obstacle Alert (CFIT/CFTT),Complied with Automation,Medium,I was the First Officer of Aircraft X and acting as Pilot Monitoring.  ATC was very busy on the radio and we were unable to follow instructions to other aircraft; as the comm was all in Spanish.  We received a vector to PAZ VOR; then received directions to hold North of PAZ; left hand turns.  Then we were told to hole North of PAZ 20nm. At this point we were not sure if we were going to do the ENAGA 2A for RW05R or the ENAGA 2B for RW 23L.  At some point we clarified with approach that we were going be landing on RW23L.  Then we received a vector on a heading to the NE; followed by direct ENAGA and the ENAGA 2B with a decent to 14000 after crossing ENAGA at FL200.   Close to ENAGA; we were asked by approach if we could fly direct to SESTA.  We replied that we could and were directed to SESTA and cleared to descend to 10;000 ft.  I thought it was unusual that we were cleared to 10;000ft so early; but believed that it would be OK because it appeared that we were visually clear of terrain and the EGPWS was green ahead of out flight path; with the higher terrain to the south showing up in red and amber; which the Captain mentioned.  We got a '2;500' call from the Radalt in the cockpit and at that point I noticed that there was some amber terrain showing up ahead of out flight path.  Soon afterwards; we received a 'caution; terrain' or 'pull up; terrain' and the Captain executed an immediate climb.  I communicated to approach that we had climbed from 10;000 to 12;000 ft.We were cleared on the 23L approach; then asked if we could accept 23R. We executed a sidestep to RW 23R.,I am writing this report at the request of the [review group] to provide further information about weather and ATC events in the arrival portion of this flight. From my perspective; I was never aware of an operational irregularity other than a risk for holding and thunderstorms in the vicinity of the airport.  Flight advised me of expected holding while still at cruise altitude approaching MMMX . A thunderstorm cell was 30nm north of the field moving east per satellite loop and lightning detection. I kept the flight advised of weather development; cell movement and traffic sequence ahead. Flight never did get a hold; but was slowed; then cleared direct to ENAGA STAR entry fix. This was the last ACARS exchange. I monitored the flights and saw no further delay in progress through landing.,First Officer and Dispatcher reported communications issues with a foreign country ATC resulted in a EGPWS terrain alert on arrival.
1894363,202204,2022-04,2022,4,1201-1800,D01.TRACON,CO,,,,,Air Carrier,Commercial Fixed Wing,Descent,Aircraft Equipment Problem Less Severe; Deviation - Altitude Excursion From Assigned Altitude; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Weather / Turbulence,Person Flight Crew,In-flight,Flight Crew Regained Aircraft Control,Weather,Weather,Loss of Control,Regained Aircraft Control,High,On our descent to Grand Junction we encountered severe turbulence while being vectored to CESBA the IAF on the RNAV 29. We were at the turbulence penetration speed when it occurred due to moderate turbulence most of the flight. It occurred at about 12;500 feet; the aircraft banked approximately 30 degrees; we lost plus or minus 300 feet of altitude and had a 20 kt loss in the sudden descent. We checked in on our FA (Flight Attendant) and passengers and no injuries were sustained. We were also given a 230 heading but during the intense workload but the PF accidentally turned to 320 but was corrected promptly without any issues with ATC. We had to switch to runway 11 after a major wind shift and landed safely to end the flight.,PIC advised me to stay seated during flight; expected turbulence. During flight PIC called back to see how everyone was I informed we were all fine. When we landed PAX clapped that we were safely on the ground; PAX thanked the pilots when they deplaned.,First Officer reported severe turbulence encounter resulted in a temporary lose of control.
1894409,202204,2022-04,2022,4,1801-2400,ZZZ.ARTCC,US,,22000.0,VMC,,Corporate,Super King Air 200,Cruise; Descent,Aircraft Equipment Problem Critical; Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Illness / Injury,Person Flight Crew,In-flight,Flight Crew Took Evasive Action; General Maintenance Action; General Flight Cancelled / Delayed,Aircraft,Aircraft,Critical Equipment Problem,Took Evasive Action,High,We were beginning our descent from FL220 to honor a crossing restriction to cross the ZZZZZ way point at 6;000 feet.  After dialing in 6;000 feet in the altitude alert and selecting ALT SEL on the autopilot panel; we noticed the ALT light was still illuminated on the Flight Mode Annunciator.  The PF tried to initiate the descent by moving the pitch rocker on the autopilot panel nose down to descend.  Nothing happened.  The PF then thought he should de-select the ALT button.  The aircraft suddenly and very dramatically pitched down resulting in one passenger injuring her hand as it flew up and hit the ceiling.  It appeared that the autopilot ALT HOLD function was still engaged as the airplane was trimming nose down even though the ALT SEL button was engaged.  The PF noticed that the TRIM annunciator light in the FMA momentarily illuminated after moving the pitch rocker to nose down. We both thought that when ALT SEL was selected with a lower altitude in the alert; the airplane would come out of ALT HOLD and allow the pitch wheel to change the aircraft's pitch attitude in order to manage a descent.  In past flights in this aircraft I don't recall seeing; both; ALT Preselect and ALT Hold illuminated on the FMA simultaneously.  We immediately regained control of the aircraft and returned to a normal pitch attitude and rate of descent.  We chose to hand fly the aircraft for the remainder of the descent and approach.Autopilot pitch mode malfunction.Unless we were completely mistaken and misunderstood the autopilot pitch operation; nothing I can think of other than maintaining the equipment in good working order.  Over many previous routine flights operating this aircraft; this is the first time I experienced a radical autopilot pitch over.,Autopilot Pitch Hardover.Second Trip after qualification.  Leg 2 of 2 for the day.  I was CA in left seat.  IP in right.Aircraft level at FL 220 approaching top of descent; AP engaged in ALT HLD (annunciated).  Also ALT PRE-SELECT was annunciated; even though we had been at altitude for some time; and had climbed to FL 220 and AP had captured the altitude on its own. That same dual annunciation had been displayed on leg 1 after we reached cruise altitude.  NAME (IP) said he thought that was a little odd.  I had used the vertical descent wheel/rocker to initiate climb/descents on the AP on this AC the same as with other I had flown at ZZZ with no problem.ATC cleared us to descent to 6;000 feet.  NAME dialed 6;000 feet into the altitude monitor window.  Since ALT PRE-SELECT was already annunciated; I believed the AP was armed to leave altitude.  I made a few nose down pulses to the vertical descent wheel/rocker.  The AP annunciations did not change and the AC did not start down.  I was a bit confused; but since NAME was talking on the radio at the time; I couldn't ask him.  I made another nose down pulse to the vertical descent wheel and the ELEV TRIM annunciation momentarily illuminated; but we stayed at altitude with both ALT HLD and ALT PRE-SELECT annunciated.  Remembering my days from flying some old B-727s with old autopilots that would not leave altitude if the ALT HOLD switch was on; I then selected the ALT HLD push button on the pedestal control panel thinking that my nose down inputs had not been registered.  (On the older B727s I occasionally flew; any altitude input made w/ ALT HOLD selected would be ignored.). The AC immediately snapped into a negative G nose hard over.  I was pushed against my shoulder harnesses and I could hear the passengers in the back exclaiming.  I grabbed the control yoke and immediately disconnected the autopilot.  The nose had pitched over somewhere in the 30 degree nose down range (a lot of brown on the ADI); and airspeed was increasingly close to red line.  I pulled the power; ensured the wings were level; and made a moderate pull to put the nose back on the horizon.  ( I flew aircraft in the military and was cognizant that we were VMC with no terrain as a factor; we had ATC clearance to descend; and with people in the back I didn't want to add a 'high G' pullout to their negative G experience.)The passengers had been snacking on food brought onboard; and as the result of the negative g excursion; food and beverages were thrown all around the cabin.  I hand-flew the AC continuing the descent and talking to ATC while NAME checked on the passengers.  One passenger complained that she had hit her hand on the ceiling and it was swelling and painful.  Not trusting the autopilot and electric trim; I continued to hand fly using manual trim only for the duration of the flight.  We flew an uneventful actual IMC ILS arrival and approach landing normally.  I am very baffled by this event.  Granted I don't have much time in the King Air; but with every other AP climb and descent I have made on the King Air; once PRE-SELECT ALT is illuminated; a simple activation of the Vert Spd wheel/rocker causes the AC to climb or descend.  INCLUDING on this aircraft.  Another pilot informed me that on this particular AC; he believed ALT HOLD must be manually deselected prior to starting an altitude change.  I didn't do that earlier in the day flying this ship.  Why would this occasion be different?  Plus; why would the PRE-SELECT ALT annunciation remain illuminated after an altitude was attained? After landing; we ran through some dry run tests with Maintenance personnel; and every time we pressed the vertical speed wheel/rocker; ALT HOLD disconnected.  One further observation:  The autopilot will disconnect whenever the electrical vertical trim is activated.  Is this system really designed so that a vertical input to the elevator control can be input with the autopilot engaged; yet be maskeduntil the autopilot/ALT HOLD is disengaged?  We had flown through some heavy rain earlier; and perhaps accumulated moisture caused issues w/ this older circuitry.  Maintenance personnel must ensure that this autopilot is functioning as designed. If this design requires ALT HOLD to be specifically and manually deselected prior to selection of any altitude change; it should be stressed in training and be placarded to warn crews.,Flight crew reported an uncommanded abrupt pitch up during descent. The flight crew disconnected the auto pilot and continued to land at destination airport.
1894412,202204,2022-04,2022,4,1201-1800,PHL.TRACON,PA,,1500.0,,,Air Carrier,Medium Transport,Final Approach,Aircraft Equipment Problem Less Severe; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Flight Crew Overcame Equipment Problem; Flight Crew Returned To Clearance; General Maintenance Action,Aircraft; Environment - Non Weather Related,Ambiguous,Altitude Deviation,Overcame Equipment Problem,Medium,During approach; radio altimeter did not activate until 1500 ft. AMSL; indicated 1400 ft.; shot up to 2000 ft.; returned to normal operation at 1400 ft.,,Captain reported malfunctioning radio altimeter on final resulted in altitude deviation.
1894447,202204,2022-04,2022,4,0601-1200,SFO.Airport,CA,,,VMC,,Air Carrier,Commercial Fixed Wing,Final Approach,Deviation - Altitude Excursion From Assigned Altitude; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,Automation Air Traffic Control; Person Air Traffic Control,In-flight,Flight Crew Executed Go Around / Missed Approach; General Maintenance Action,Procedure; Human Factors,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Executed Go-Around,Medium,While being vectored to visual approach 28L in SFO; ATC left us high crossing HEMAN. While slowing; descending and configuring went from high to low on the approach. Tower issued an altitude alert and at that point the decision was made to execute a go around. During the go-around; flaps were oversped by 5 kts. transitioning from positions 1 to 0. Maintenance was alerted; an inspection was performed and no damage found.,,Air carrier flight crew reported low altitude alert on approach as well as flap overspeed on go-around.
1894638,202204,2022-04,2022,4,0601-1200,DSM.TRACON,IA,,2400.0,Marginal,2,Personal,Small Aircraft,Initial Approach,Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,Person Air Traffic Control,In-flight,Flight Crew FLC complied w / Automation / Advisory,Human Factors,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Complied with Automation,Medium,While conducting the ILS approach to Runway 31 at DSM I received a low altitude alert from the Approach Controller; was instructed to climb to 2500 ft. I did so; intercepted the glideslope and made a normal landing.I was cleared to and cross CYCLN (IAF) at or above 3000 ft.; cleared for the ILS 31 approach. Hand flying (no AP) I descended to 3000 ft.; flew direct to CYCLN; turned right to join the localizer. I crossed over CYCLN and descended to the next lower altitude of 2400 ft. until FOREM (FAF). At 2400 ft. I was above the broken cloud layer; I had Ground contact at this time; the layer appeared to be thin. My localizer needle bounced full left then right then slightly left indicating I was slightly right of the localizer centerline; while confirming the Garmin 430 non WAAS was in the correct mode (I had previously confirmed this but was taken back by the needle bounce) I simultaneously accidentally pulled my approach plate and airport diagram off the yoke clip (I'm old school and prefer paper as opposed to iPad) spent several seconds looking between my legs for it; finally retrieved it off the floor; started correcting to the left. The Controller issued a 'low altitude alert' and instructed me to climb to 2500 ft. until established on the localizer. At this time; I was at 2000 ft.; I immediately climbed to 2500 ft.; course corrected slightly left; became established on the localizer; intercepted the glide slope; handed off to Tower and made a normal on course stabilized approach; I broke out with good visibility (2-3 miles) just as I passed FOREM around 1200 ft. agl; landed normally.Altitude deviation due to last minute troubleshooting the radio setup and bending down to floor to find lost papers resulted in forward pressure on yoke and resulted in a descent.,,Pilot reported approach controller issued a low altitude alert during IFR approach to land.
1894654,202204,2022-04,2022,4,1201-1800,ZZZ.Airport,US,0.0,,IMC,5,Personal,Skylane 182/RG Turbo Skylane/RG,Landing,Aircraft Equipment Problem Less Severe; Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Clearance; Ground Event / Encounter Ground Strike - Aircraft; Ground Event / Encounter Loss Of Aircraft Control,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Overcame Equipment Problem,Aircraft; Human Factors; Software and Automation,Human Factors,Loss of Control,Overcame Equipment Problem,High,I was working on IFR proficiency. I received my Instrument rating 6 months ago and was looking to log some actual instrument time. With 2;800 foot ceilings and my IFR flight plan at 4;000 feet I expected to be in the clouds for the entire 20 minute flight. I had not flown in over 50 days and had some issues programming an unexpected waypoint in my flight plan on the G430. I also had some issues with the altitude hold on the Trutrak autopilot. I obviously need to work on my proficiency with these instruments before my next IFR flight. Descending out of the clouds on final with the runway in sight I was feeling good about the approach. I crossed the threshold and decreased power too abruptly and landed with a bounce and then landed on the nose wheel. I taxied to the terminal and inspected the tire and nose gear and was relieved to not find any damage. I picked up a passenger and flew back to ZZZ1 VFR. The next day; in my preflight; I found the damaged prop and realized I had a prop strike when I landed. Looking back; given the length of time since my last flight; I should have made a few practice landings to restore proficiency before flying into IMC. A very costly lesson! I also learned the importance of always examining the prop before flying.,,A single engine small aircraft pilot landing at a non towered airport reported an unstable approach resulted in a hard landing on the nose wheel and a prop strike. The reporter did not detect the prop strike until the next day after a subsequent flight.
1894768,202204,2022-04,2022,4,1201-1800,ZZZ.Tower,US,,1000.0,,,Air Carrier,B737-700,Initial Approach,Deviation - Altitude Crossing Restriction Not Met; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT,Automation Air Traffic Control; Person Air Traffic Control; Person Flight Crew,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Became Reoriented; Flight Crew Took Evasive Action,Human Factors,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Took Evasive Action,Medium,We were given a clearance of a vector and 1;600 ft. until established on the ILS Runway XX into ZZZ. We were descending in Vertical Speed mode to try and get down. We intercepted the localizer and the F/O (First Officer) said setting zeros. I did not look to ensure we had intercepted the glideslope. It wasn't until the F/O called for Flaps 30 that I looked and noticed that we had indeed not intercepted the glideslope and descended below it; still in Vertical Speed mode. I immediately took the aircraft disconnected the autopilot and leveled us at around a thousand feet and gave the aircraft back to the F/O. It was at that time; Approach gave us a Low Altitude Alert and asked if we had the field. I responded with a yes. They then cleared us for the visual; so the F/O and I maintained altitude until recapturing the glideslope and continued without incident.Better Pilot Monitoring. Also I think the setting zeros after glideslope intercept should be examined as a Company procedure. Had we still had 1;600 ft. set in the window; the aircraft would have captured that instead.,ATC held us high for traffic well past our descent point. Final vectors were tight to the final approach fix. We were cleared maintain 1;600 ft. until established; cleared ILS Runway XX. F/O (First Officer) was high approaching FAF; while configuring; set a vertical speed to catch the glideslope. As F/O intercepted the LOC course we continued to descend under the glideslope at a rate that would not allow the glideslope to be captured. During this time F/O finalized configuration for landing and called VOR/LOC captured and stated setting 0's. Aircraft had not captured glide slope and continued to descend. At approximately 1;100 ft.; Captain announced; 'We are low.' Automation was disabled and aircraft leveled at 1;000 ft. to 1;100 ft. During this time ATC called out a low altitude alert; which was acknowledged. We were subsequently cleared the visual and maintained 1;000 ft. until glideslope intercept. After glideslope intercept landing was accomplished without further incident.F/O could have configured earlier in order to slow things down and not be task saturated during the approach course intercept. F/O could have been more diligent on validating the FMAs (Flight Mode Annunciators) to ensure they are what is expected. Leaving FAF altitude in the MCP (Mode Control Panel) window would have prevented descent before glideslope capture. PM (Pilot Monitoring) could have warned earlier and validated FMAs.,Air carrier flight crew reported an altitude deviation and terrain warning from ATC while on final approach. Automation dependency; distractions; and possible non-SOP's were to blame. Corrections were made and a visual landing accomplished.
1894779,202204,2022-04,2022,4,1801-2400,ZZZ.ARTCC,US,,37000.0,Mixed,5,Air Carrier,B737-800,Cruise,Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Clearance; Ground Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Weather / Turbulence,Automation Aircraft Other Automation; Person Flight Crew,,Air Traffic Control Provided Assistance; Aircraft Automation Overrode Flight Crew; Flight Crew Became Reoriented; Flight Crew Regained Aircraft Control; Flight Crew Requested ATC Assistance / Clarification,Weather,Weather,Loss of Control,Regained Aircraft Control,High,Shortly after leveling off at FL 350; we encountered severe turbulence that resulted in temporary loss of aircraft control. The autopilot automatically disconnected and the aircraft was hand flown to recovery. We were unable to maintain altitude and an approximate 1000' descent without clearance was needed to recover back to normal airspeed. The event lasted approximately one minute. We had been using the weather radar throughout departure and climbout and there were zero radar returns in the area at the time of the event. No injuries or damage was noted and we continued on to our destination ZZZ1.,Severe weather in area; reroute departure for weather. Leveling off at FL 350; still IMC; broke out just in time to see a large cell (that was NOT painting on weather radar). Frequency was saturated; unable to get a turn in time to miss the top of the cell. Hit the turbulence for maybe 10 seconds; autopilot kicked off lost 1000 feet before recovery. Less saturated frequency would have been a huge help.,Air Carrier Pilot Crew reported an encounter with severe turbulence in cruise flight. The autopilot disengaged and the aircraft descended 1000 feet. Control was regained and there was no report of injuries.
1894924,202204,2022-04,2022,4,,ZZZ.ARTCC,US,,38000.0,,,Air Carrier,B767-300 and 300 ER,Cruise,Aircraft Equipment Problem Critical; Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Overrode Automation; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Took Evasive Action; General Maintenance Action,Aircraft,Aircraft,Critical Equipment Problem,Took Evasive Action,High,In cruise at FL380; we got a CABIN ALT message. After cancelling the warning we looked at the Cabin Altitude Indicators; and realized the cabin had slowly risen to 10;000 feet and set off the warning. After donning our O2 masks and beginning the immediate action items; with the First Officers consent I decided to descend to FL340 and see if the controller could handle its job at a lower altitude. The cabin rate had been fluctuating between a slight climb and descent; so it seemed that the system was attempting to lower the cabin altitude. We didn't see any improvement in performance at FL340; so we decided to try switching to the Auto 2 system. That fixed and stabilized the problem.I called dispatch and maintenance via ZZZ1 radio. We mutually agreed that the problem seemed fixed and continued to ZZZ2 without incident.My question is why didn't the airplane recognize this as a failure of the Auto 1 system and automatically switch to Auto 2?  Also; why do we not have a different checklist for Rapid Depressurization and Cabin Alt message? The Pressurization System did not recognize this as a failure of AUTO 1 and allowed the cabin to rise to 10;000 feet with automatically switching to AUTO 2. I think having a separate Quick Reference Handbook procedure would be helpful for this situation where the airplane is not depressurized; but is merely having a system failure.,,Captain reported loss of cabin pressure control during cruise. After running the QRH procedures; the flight crew switched to #2 auto system and regained control and then continued to destination airport.
1895189,202204,2022-04,2022,4,1801-2400,ZZZ.Airport,US,200.0,,VMC,Turbulence,Air Carrier,B737 Undifferentiated or Other Model,Final Approach,Deviation - Altitude Excursion From Assigned Altitude; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter Unstabilized Approach,Automation Aircraft Terrain Warning,In-flight,Flight Crew Landed As Precaution; Flight Crew Overrode Automation,Company Policy; Human Factors,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Other Action,Medium,Approach to ZZZ Runway XXR. FO was flying we were vectored to a visual approach. ATC gave an intercept heading to final;  there was a strong crosswind at altitude and it was apparent we would intercept final after the FAF and I brought this to the attention to the FO. At the FAF the aircraft did not descend because we were not on course (AP on). It got to the point I took control of the aircraft and started down (cleared visual). We configured and I captured the course and glide path. Stable at 500 ft;  On final a gust caused the airspeed to increase and the aircraft go above the glide path. I corrected a bit too much and we got a to low terrain.At that point I was already correcting. However; per procedure I should have executed the escape maneuver. The caution states that below 500 ft the FM procedure 'MAX Power....'. Additionally; this warning could happen if the flaps are not positioned for landing and the 'Too Low Flap' did not actuate. I do not believe this was the case; but I do not remember. If that was the case it could have been because I took the aircraft at the FAF and we got out of our habit patterns. Additional information:  During the previous flight we executed a Go-Around due to a bounced landing (FO).  I took the aircraft and executed a Go-Around. Having just done that; I may have been not willing to let the FO continue the approach. On second thought I should have let the FO continue and do a go-around if we were not stable. FO had under 100 hrs.,"Captain and I were flying into ZZZ on Date around XXXX. There were winds at altitude and a vector that left us high on the approach. I remember briefing that XXX may fly the final if the wind gusts were out of my limits since I'm under 100 hours. Realizing we were slightly high on base; we transferred controls on base and XXX corrected. I remember getting back on glide path and I believe we were back on glide path by the final approach fix. I also remember 2 red over 2 white on the PAPI and we were stabilized at the call at 500. Somewhere around 500; we got the 'Terrain' warning. We had the touchdown zone in sight so the warning did not make sense. As far as I remember we did not have an excessive descent rate; an excessive pitch or any other undesirable condition. We were stable and everything looked normal. I remember verifying that the gear was down when we got the Terrain"" warning. We elected to proceed with a normal landing. I realize now; in retrospect; the correct action was to execute a Go Around.""",B737 Flight crew reported on unstabilized approach receiving a terrain alert resulted in failure to execute a go-around procedure.
1895344,202204,2022-04,2022,4,1801-2400,ZZZ.Airport,US,,,,,Air Carrier,A320,Final Approach,Aircraft Equipment Problem Critical; Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT,Automation Air Traffic Control; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Overrode Automation; Flight Crew Returned To Clearance; Flight Crew Overcame Equipment Problem,Aircraft,Aircraft,Critical Equipment Problem,Overcame Equipment Problem,High,Receive low altitude alert radio call from Tower. On an autopilot coupled turn to final to join ILS; aircraft turned and aggressively pitched down at the same time. I gave the autopilot a few seconds to catch up and correct itself; then I disconnected and took over manually for a visual approach. Tower called the alert after we disconnected and arrested the descent. We did not recognize any anomalies with the ILS or aircraft systems.,,A320 Pilot reported autopilot failed to capture glideslope and aggressively pitched down resulted in ATC issuing low altitude alert.
1895477,202204,2022-04,2022,4,1801-2400,AUS.TRACON,TX,,1800.0,VMC,,Air Carrier,Commercial Fixed Wing,Initial Approach,Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT,Automation Air Traffic Control; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew FLC complied w / Automation / Advisory,Human Factors,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Complied with Automation,Medium,VFR conditions. I was the PF (Pilot Flying); FO (First Officer) was the PM (Pilot Monitoring). PM had initially set the ILS 36R in the FMC as a back up to the briefed visual approach. Prior to waypoint BOWTZ (the final waypoint on the arrival with a 4000 ft. crossing altitude); ATC gave clearance to descend to 2000 ft. PF selected Level Change; verified with PM and continued descent. Captain (PF) then asked FO to request the RNAV A Approach as a backup for the briefed visual approach. ATC cleared us the RNP Z 36R Approach. RNAV approach was loaded in FMC and briefed as the backup to the visual approach. Prior to the IAF waypoint (BOWTZ); I failed to select/ confirm VNAV; leaving the vertical mode in Level Change. I then set zeros in the MCP altitude window thinking more of a visual approach verses the RNP. At waypoint MYOPE; Tower called a low altitude alert. We were at 1800 ft. MSL with a minimum of 2200 ft. at MYOPE per the approach plate. Vertical deviation was immediately corrected and the approach/landing was continued uneventfully. Weather was clear and we were visual with the field the entire approach. [Automation Management] breakdown with Pilot-to-Pilot communication. There was some initial distractions with Approach Control having difficulty understanding FO's radio transmission saying the radio was scratchy; resulting in a brief discussion between the FO and me on transmission clarity. PM was also distracted with a frequency change that disrupted [Automation Management] as well as the late change to the RNP backup versus the ILS. PF complicated a simple visual approach by task loading the PM with the late ILS to RNP backup. [Automation Management] must be brought to a conclusion despite interruptions and distractions and additive conditions. Minimize the risk by planning and sticking to the plan. I take full responsibility for late changes; task loading and not using [Automation Management] to its entirety.,VFR condition. Captain Pilot Flying; I was Pilot Monitoring. I had programmed the ILS 36R as backup for a visual approach on the ground [prior to departure]; but en route; the Captain elected to change it to the RNP 36R. It was correctly programmed and briefed. We were given a descent to 2000 ft. and Captain selected LVL CHNG. It was clear and I announced I had the airport in sight. He acknowledged. There was no distractions of note; and we were cleared for the approach. 1600 ft. was set and verified. LVL CHNG was still selected. We were sent over to Tower; and I changed the frequency and looked up Ground frequency. I checked in and Tower cleared us to land. Captain stated; 'It's not slowing down as I expected;' at which time I said; 'It's still in LVL CHNG.' Realizing the mistake; he called; 'Gear down;' to slow up as Tower called to advise us we were low on the approach by MYOPE fix. Approximately 1800 ft. I asked to be cleared for the visual; which we got. At no point we're we unsafe or low; compared to a visual approach which I believe was stuck in my mind; so I didn't notice the deviation. The remaining approach and landing was uneventful. I should have suggested VNAV mode rather than LVL CHNG; which would have negated the entire deviation.,Air carrier flight crew reported ATC advised of a low altitude alert during approach to land.
